epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,68761.5,0.31593,0.24012,0.85428,1,0.94349,0.96795,0.93139,0.32416,0.23755,0.75096,0.000570743,0.000570743,0.000570743
184,69136.6,0.31087,0.2342,0.85573,1,0.94188,0.96686,0.93032,0.33575,0.23676,0.75027,0.000566027,0.000566027,0.000566027
185,69511.8,0.30325,0.23182,0.85003,1,0.94379,0.96412,0.90984,0.35649,0.21004,0.75226,0.000561311,0.000561311,0.000561311
186,69887.2,0.31832,0.23376,0.86743,0.99744,0.94444,0.96686,0.91487,0.34673,0.20866,0.74519,0.000556595,0.000556595,0.000556595
187,70262.5,0.30468,0.22818,0.85561,0.9983,0.94444,0.96265,0.90974,0.35162,0.21291,0.74138,0.00055188,0.00055188,0.00055188
188,70637.8,0.30488,0.22964,0.86077,1,0.94427,0.96265,0.91776,0.34248,0.21552,0.74739,0.000547164,0.000547164,0.000547164
189,71012.8,0.30854,0.23286,0.8546,1,0.94245,0.96265,0.91541,0.34485,0.22125,0.74458,0.000542448,0.000542448,0.000542448
190,71388.6,0.30946,0.23018,0.84743,0.99749,0.94444,0.95981,0.90324,0.34755,0.2179,0.74897,0.000537733,0.000537733,0.000537733
191,71764.1,0.3111,0.23427,0.85454,0.99848,0.94444,0.96496,0.91948,0.33081,0.20689,0.74314,0.000533017,0.000533017,0.000533017
192,72139.6,0.29851,0.22359,0.84872,1,0.94249,0.96686,0.91557,0.34201,0.20835,0.74136,0.000528301,0.000528301,0.000528301
193,72515.4,0.31451,0.23545,0.84966,0.99752,0.94444,0.96686,0.91892,0.37773,0.19748,0.75472,0.000523586,0.000523586,0.000523586
194,72891.6,0.31046,0.23114,0.85111,0.99832,0.94444,0.96795,0.91681,0.36373,0.19956,0.75413,0.00051887,0.00051887,0.00051887
195,73267.6,0.29251,0.21807,0.84177,1,0.94146,0.96586,0.9116,0.35224,0.23304,0.75582,0.000514154,0.000514154,0.000514154
196,73646.2,0.29858,0.22439,0.85411,1,0.9439,0.96586,0.90819,0.36748,0.21577,0.75621,0.000509438,0.000509438,0.000509438
197,74022.8,0.29087,0.21815,0.84778,0.99774,0.94444,0.96496,0.91406,0.33399,0.21133,0.75203,0.000504723,0.000504723,0.000504723
198,74398.9,0.28336,0.21122,0.8522,1,0.94219,0.96916,0.9277,0.31577,0.20846,0.73963,0.000500007,0.000500007,0.000500007
199,74775.3,0.3019,0.2293,0.85878,0.99965,0.94444,0.96686,0.9267,0.31575,0.2134,0.73984,0.000495291,0.000495291,0.000495291
200,75151.4,0.30403,0.22223,0.85098,1,0.94234,0.96686,0.93334,0.31362,0.21889,0.73246,0.000490576,0.000490576,0.000490576
201,75527.5,0.29163,0.21482,0.85615,1,0.94438,0.96496,0.92883,0.318,0.2033,0.73849,0.00048586,0.00048586,0.00048586
202,75903.7,0.30646,0.2256,0.85051,1,0.94408,0.9603,0.91006,0.35561,0.20675,0.75032,0.000481144,0.000481144,0.000481144
203,76280.1,0.30499,0.22655,0.85179,1,0.94187,0.96139,0.91449,0.32528,0.21141,0.74667,0.000476429,0.000476429,0.000476429
204,76656,0.29635,0.22147,0.85083,1,0.9414,0.96139,0.92158,0.34348,0.23439,0.75128,0.000471713,0.000471713,0.000471713
205,77032,0.28849,0.2174,0.84139,0.99655,0.88889,0.94838,0.91072,0.30964,0.22846,0.7452,0.000466997,0.000466997,0.000466997
206,77408.1,0.2974,0.2211,0.85659,1,0.94383,0.95981,0.91279,0.34798,0.20395,0.75198,0.000462281,0.000462281,0.000462281
207,77784.3,0.29489,0.21836,0.84813,1,0.94409,0.96083,0.92164,0.33119,0.19993,0.74743,0.000457566,0.000457566,0.000457566
208,78160.3,0.29804,0.22505,0.85101,0.99788,0.94444,0.96083,0.91053,0.35808,0.20355,0.74829,0.00045285,0.00045285,0.00045285
209,78536.6,0.2903,0.22052,0.85002,0.99926,0.94444,0.96496,0.91953,0.36547,0.19777,0.75457,0.000448134,0.000448134,0.000448134
210,78913,0.29688,0.22497,0.85408,0.99871,0.94444,0.96336,0.91986,0.35597,0.20445,0.75278,0.000443419,0.000443419,0.000443419
211,79288.1,0.28428,0.21664,0.84728,0.9992,0.94444,0.96686,0.9163,0.35435,0.19927,0.75316,0.000438703,0.000438703,0.000438703
212,79664.7,0.29452,0.21826,0.85928,0.99954,0.94444,0.96916,0.92637,0.32427,0.20745,0.74268,0.000433987,0.000433987,0.000433987
213,80039.9,0.28993,0.21179,0.84747,0.99845,0.94444,0.9705,0.92911,0.33196,0.21624,0.74076,0.000429272,0.000429272,0.000429272
214,80415.1,0.29376,0.21881,0.846,1,0.94241,0.96916,0.92958,0.32931,0.22388,0.74529,0.000424556,0.000424556,0.000424556
215,80789.9,0.28568,0.21113,0.8616,1,0.94315,0.96686,0.92358,0.32672,0.20022,0.73993,0.00041984,0.00041984,0.00041984
216,81165.3,0.29266,0.21833,0.84935,0.99905,0.94444,0.96586,0.92345,0.35316,0.20715,0.74719,0.000415124,0.000415124,0.000415124
217,81540.4,0.28343,0.21328,0.84786,0.99808,0.94444,0.9705,0.92634,0.35612,0.19443,0.75142,0.000410409,0.000410409,0.000410409
218,81915.4,0.27769,0.20798,0.85543,0.99781,0.94444,0.96795,0.91894,0.35363,0.1923,0.75186,0.000405693,0.000405693,0.000405693
219,82290.6,0.28652,0.21601,0.85016,0.99799,0.94444,0.96795,0.9183,0.34857,0.19653,0.74721,0.000400977,0.000400977,0.000400977
220,82665.6,0.26748,0.19973,0.83424,0.99871,0.94444,0.96686,0.9174,0.34089,0.20087,0.74639,0.000396262,0.000396262,0.000396262
221,83041,0.27774,0.21293,0.85458,1,0.94383,0.96795,0.92721,0.33507,0.20487,0.74103,0.000391546,0.000391546,0.000391546
222,83416.6,0.27182,0.21067,0.84418,1,0.9434,0.96795,0.93304,0.32089,0.21345,0.74006,0.00038683,0.00038683,0.00038683
223,83792,0.28795,0.21701,0.85482,0.9975,0.94444,0.95981,0.90832,0.34625,0.19846,0.7464,0.000382115,0.000382115,0.000382115
224,84167.2,0.28773,0.21844,0.8496,0.99716,0.94444,0.95934,0.91544,0.32097,0.19292,0.73993,0.000377399,0.000377399,0.000377399
225,84542.9,0.27295,0.20699,0.84513,1,0.94442,0.96686,0.92367,0.29867,0.2014,0.73476,0.000372683,0.000372683,0.000372683
226,84918.1,0.27065,0.2078,0.84575,1,0.94174,0.96586,0.93731,0.28796,0.22022,0.73132,0.000367967,0.000367967,0.000367967
227,85293.8,0.28291,0.21221,0.84705,1,0.94297,0.9705,0.93471,0.3205,0.20393,0.74085,0.000363252,0.000363252,0.000363252
228,85668.9,0.27902,0.20615,0.85225,1,0.94289,0.96496,0.91581,0.32094,0.21912,0.74277,0.000358536,0.000358536,0.000358536
229,86044.3,0.26305,0.20149,0.8448,0.99895,0.94444,0.96916,0.92867,0.31457,0.18562,0.7393,0.00035382,0.00035382,0.00035382
230,86419.3,0.28152,0.20198,0.8455,0.99775,0.94444,0.96795,0.92813,0.34328,0.19488,0.74196,0.000349105,0.000349105,0.000349105
231,86794.6,0.27633,0.20738,0.84471,0.99746,0.94444,0.96265,0.91713,0.32839,0.18773,0.74735,0.000344389,0.000344389,0.000344389
232,87169.7,0.26649,0.20111,0.83371,0.99724,0.94444,0.962,0.91023,0.33621,0.18995,0.74989,0.000339673,0.000339673,0.000339673
233,87544.7,0.26227,0.19834,0.84277,0.99759,0.94444,0.96265,0.91266,0.32733,0.19686,0.74914,0.000334958,0.000334958,0.000334958
234,87919.8,0.26967,0.20595,0.84407,0.99903,0.94444,0.96336,0.91261,0.33654,0.19156,0.74878,0.000330242,0.000330242,0.000330242
235,88294.4,0.27019,0.20407,0.847,0.99736,0.94444,0.96916,0.93522,0.35041,0.20692,0.7569,0.000325526,0.000325526,0.000325526
236,88669.2,0.27309,0.20341,0.85093,0.99722,0.94444,0.9705,0.9208,0.36524,0.20881,0.76532,0.00032081,0.00032081,0.00032081
237,89044.1,0.27793,0.21156,0.84947,0.99749,0.94444,0.9705,0.92768,0.34304,0.19514,0.74742,0.000316095,0.000316095,0.000316095
238,89418.9,0.25745,0.1965,0.84122,0.99803,0.94444,0.96916,0.92252,0.32263,0.18491,0.74325,0.000311379,0.000311379,0.000311379
239,89793.7,0.26046,0.19423,0.83417,0.99801,0.94444,0.96795,0.92225,0.30903,0.19532,0.74317,0.000306663,0.000306663,0.000306663
240,90168.8,0.25788,0.19633,0.83821,0.99756,0.94444,0.96686,0.92569,0.31584,0.18606,0.74114,0.000301948,0.000301948,0.000301948
241,90543.7,0.27013,0.2019,0.84631,0.99803,0.94444,0.96586,0.92054,0.32772,0.18825,0.7446,0.000297232,0.000297232,0.000297232
242,90918.6,0.25923,0.19395,0.83536,0.99894,0.94444,0.96686,0.91269,0.33223,0.18542,0.74715,0.000292516,0.000292516,0.000292516
243,91294,0.26911,0.20049,0.84504,1,0.9427,0.96795,0.93533,0.30971,0.20771,0.74231,0.000287801,0.000287801,0.000287801
244,91668.8,0.27042,0.19941,0.85183,1,0.94183,0.9705,0.93136,0.30646,0.21854,0.73916,0.000283085,0.000283085,0.000283085
245,92043.8,0.2563,0.19872,0.84076,0.99975,0.94444,0.96795,0.91832,0.32131,0.20888,0.74363,0.000278369,0.000278369,0.000278369
246,92418.5,0.26406,0.19903,0.83937,0.99849,0.94444,0.96686,0.91349,0.34484,0.20642,0.74843,0.000273654,0.000273654,0.000273654
247,92793.4,0.26543,0.19742,0.85069,0.99784,0.94444,0.96916,0.92305,0.33716,0.18513,0.74536,0.000268938,0.000268938,0.000268938
248,93168.1,0.25543,0.19182,0.8396,1,0.94418,0.9705,0.93588,0.3057,0.18927,0.74348,0.000264222,0.000264222,0.000264222
249,93543.1,0.25134,0.18795,0.83992,0.99872,0.94444,0.9705,0.93016,0.33633,0.19575,0.75008,0.000259506,0.000259506,0.000259506
250,93917.8,0.25482,0.19572,0.83932,0.99798,0.94444,0.9705,0.92814,0.33622,0.18456,0.7479,0.000254791,0.000254791,0.000254791
251,94292.5,0.25877,0.19488,0.83389,0.99744,0.94444,0.96795,0.92229,0.33929,0.19617,0.74711,0.000250075,0.000250075,0.000250075
252,94667.1,0.24899,0.19034,0.83665,0.99762,0.94444,0.96795,0.92651,0.33765,0.18771,0.74425,0.000245359,0.000245359,0.000245359
253,95041.7,0.25299,0.1943,0.83703,0.99749,0.94444,0.9705,0.92577,0.33798,0.1904,0.7459,0.000240644,0.000240644,0.000240644
254,95416.3,0.252,0.19571,0.83778,0.99728,0.94444,0.96916,0.92389,0.33601,0.19963,0.74345,0.000235928,0.000235928,0.000235928
255,95791.3,0.25553,0.19527,0.84068,0.99723,0.94444,0.96412,0.91377,0.33747,0.18796,0.74319,0.000231212,0.000231212,0.000231212
256,96166.1,0.25158,0.18814,0.83963,0.99762,0.94444,0.96586,0.913,0.34564,0.19839,0.74735,0.000226497,0.000226497,0.000226497
257,96540.9,0.25152,0.18942,0.84576,0.99773,0.94444,0.96686,0.9271,0.33525,0.20777,0.74535,0.000221781,0.000221781,0.000221781
258,96915.4,0.25132,0.19062,0.84189,0.99801,0.94444,0.96586,0.92505,0.32406,0.19745,0.74512,0.000217065,0.000217065,0.000217065
259,97289.6,0.23408,0.1859,0.82821,0.99811,0.94444,0.96686,0.91823,0.32703,0.18589,0.74609,0.000212349,0.000212349,0.000212349
260,97663.8,0.23996,0.18968,0.82899,0.99821,0.94444,0.96795,0.93488,0.31647,0.18346,0.74418,0.000207634,0.000207634,0.000207634
261,98038,0.25178,0.18643,0.8442,0.99986,0.94444,0.96916,0.93408,0.30322,0.18697,0.74093,0.000202918,0.000202918,0.000202918
262,98412.6,0.25518,0.18759,0.84237,1,0.943,0.96916,0.92823,0.30607,0.2085,0.73877,0.000198202,0.000198202,0.000198202
263,98786.8,0.25207,0.18989,0.84519,0.99882,0.94444,0.96795,0.93086,0.2925,0.2003,0.73655,0.000193487,0.000193487,0.000193487
264,99160.9,0.24341,0.18831,0.84251,0.99814,0.94444,0.96916,0.92782,0.30829,0.19149,0.74009,0.000188771,0.000188771,0.000188771
265,99535.2,0.23908,0.1811,0.83316,0.99798,0.94444,0.96916,0.92782,0.30744,0.18856,0.74053,0.000184055,0.000184055,0.000184055
266,99909.3,0.23826,0.18867,0.83669,0.9979,0.94444,0.96916,0.92782,0.31549,0.18726,0.74439,0.00017934,0.00017934,0.00017934
267,100525,0.2469,0.18569,0.83851,0.99793,0.94444,0.96916,0.93135,0.30276,0.19348,0.73766,0.000174624,0.000174624,0.000174624
268,101569,0.23984,0.17952,0.84126,0.99773,0.94444,0.96686,0.92752,0.30315,0.18836,0.73764,0.000169908,0.000169908,0.000169908
269,102594,0.24751,0.18868,0.83392,0.99785,0.94444,0.96586,0.92159,0.32048,0.18898,0.73839,0.000165192,0.000165192,0.000165192
270,103580,0.24765,0.18046,0.84113,0.99859,0.94444,0.96586,0.92772,0.30749,0.1929,0.73829,0.000160477,0.000160477,0.000160477
271,104651,0.23506,0.17793,0.83256,0.99809,0.94444,0.96686,0.92691,0.32093,0.19794,0.73849,0.000155761,0.000155761,0.000155761
272,105729,0.24114,0.17964,0.83941,0.99765,0.94444,0.96686,0.92414,0.32821,0.18061,0.74373,0.000151045,0.000151045,0.000151045
273,106775,0.24234,0.18201,0.83779,0.99758,0.94444,0.96686,0.92744,0.32839,0.18174,0.74602,0.00014633,0.00014633,0.00014633
274,107825,0.23696,0.17947,0.831,0.99756,0.94444,0.96686,0.92204,0.33018,0.18738,0.74262,0.000141614,0.000141614,0.000141614
275,108878,0.24169,0.18324,0.83033,0.99853,0.94444,0.96795,0.92752,0.32153,0.1887,0.74095,0.000136898,0.000136898,0.000136898
276,109928,0.2343,0.17959,0.83993,0.99869,0.94444,0.96795,0.9309,0.32243,0.19437,0.74,0.000132183,0.000132183,0.000132183
277,110560,0.22573,0.17454,0.83441,0.99846,0.94444,0.96686,0.9305,0.3112,0.18627,0.73727,0.000127467,0.000127467,0.000127467
278,110995,0.24355,0.18601,0.84057,0.99898,0.94444,0.96795,0.92934,0.30587,0.17535,0.73575,0.000122751,0.000122751,0.000122751
279,112038,0.2307,0.17493,0.83886,0.99845,0.94444,0.96686,0.92423,0.31151,0.17219,0.73804,0.000118035,0.000118035,0.000118035
280,113081,0.24131,0.18297,0.83598,0.9983,0.94444,0.96795,0.92846,0.30115,0.17517,0.73595,0.00011332,0.00011332,0.00011332
281,114120,0.22988,0.18149,0.82899,0.99894,0.94444,0.9705,0.9377,0.29858,0.16878,0.73395,0.000108604,0.000108604,0.000108604
282,115162,0.23885,0.17503,0.83705,0.99941,0.94444,0.9705,0.93375,0.30955,0.18049,0.73444,0.000103888,0.000103888,0.000103888
283,116197,0.23885,0.17988,0.83797,0.99838,0.94444,0.96916,0.93685,0.31825,0.17966,0.73508,9.91726e-05,9.91726e-05,9.91726e-05
284,117254,0.23224,0.1774,0.8315,0.99777,0.94444,0.96916,0.93632,0.31159,0.18227,0.73636,9.44569e-05,9.44569e-05,9.44569e-05
285,118309,0.23943,0.18341,0.84009,0.99794,0.94444,0.96795,0.92687,0.30552,0.18068,0.73578,8.97412e-05,8.97412e-05,8.97412e-05
286,119363,0.23141,0.17431,0.84434,0.9988,0.94444,0.96795,0.93042,0.29798,0.18472,0.73344,8.50255e-05,8.50255e-05,8.50255e-05
287,120418,0.2279,0.17682,0.83251,0.9987,0.94444,0.96916,0.93243,0.30407,0.18266,0.73407,8.03098e-05,8.03098e-05,8.03098e-05
288,121475,0.22784,0.1752,0.82278,0.99838,0.94444,0.96686,0.9281,0.31691,0.18958,0.73727,7.55941e-05,7.55941e-05,7.55941e-05
289,122528,0.22632,0.17192,0.83113,0.99804,0.94444,0.96686,0.93201,0.31972,0.1842,0.73829,7.08784e-05,7.08784e-05,7.08784e-05
290,123583,0.23129,0.17738,0.84094,0.99804,0.94444,0.96686,0.92436,0.31997,0.18568,0.73937,6.61627e-05,6.61627e-05,6.61627e-05
291,124636,0.1767,0.13068,0.77632,0.99795,0.94444,0.96496,0.92099,0.30945,0.17309,0.73845,6.1447e-05,6.1447e-05,6.1447e-05
292,125683,0.17453,0.12792,0.774,0.99813,0.94444,0.96412,0.92029,0.30202,0.16933,0.73439,5.67313e-05,5.67313e-05,5.67313e-05
293,126730,0.17692,0.12916,0.77764,0.99849,0.94444,0.96586,0.92213,0.30258,0.16359,0.73477,5.20156e-05,5.20156e-05,5.20156e-05
294,127781,0.17664,0.13014,0.77061,0.9988,0.94444,0.96586,0.9259,0.30276,0.16127,0.73539,4.72999e-05,4.72999e-05,4.72999e-05
295,128827,0.17038,0.13116,0.76901,0.99874,0.94444,0.96686,0.9276,0.30211,0.162,0.73488,4.25842e-05,4.25842e-05,4.25842e-05
296,129874,0.1742,0.12639,0.76651,0.99833,0.94444,0.96686,0.92929,0.30763,0.17228,0.73527,3.78685e-05,3.78685e-05,3.78685e-05
297,130920,0.16888,0.12609,0.77163,0.99805,0.94444,0.96686,0.93021,0.30418,0.17482,0.73496,3.31528e-05,3.31528e-05,3.31528e-05
298,131581,0.16807,0.12627,0.76708,0.99796,0.94444,0.96686,0.9276,0.30326,0.17445,0.73496,2.84371e-05,2.84371e-05,2.84371e-05
299,131955,0.16896,0.12466,0.77329,0.99785,0.94444,0.96686,0.92867,0.30598,0.17365,0.73535,2.37214e-05,2.37214e-05,2.37214e-05
300,132666,0.16207,0.12118,0.76915,0.99777,0.94444,0.96795,0.93053,0.30647,0.16818,0.73624,1.90057e-05,1.90057e-05,1.90057e-05
